-6T,-8L,-2L,-8T,+6L,-9T,-1T,+5W,+4L,-9L,+3T,+4T,+5W,+8L,-5L,-3T,+5L,-5T,-3L,+6T,+2L,-6L,+1T,+3L,-4T,-1L,+9L,+7T,+5W,+2T,-7T,+9T,+8T,-7L,-2T,-4L,+5T,+1L,+7L,+5W,66,+3T +4T +5W +8L +9L +7T +9T +8T +5T +1L +7L
-1T,-5L,+6T,+2T,-9L,+5W,-3L,+5L,+9L,+4T,+3L,+3T,-3T,+9T,-9T,+8T,+7L,-4L,-8T,-2L,+7T,+4L,-6L,+6L,-1L,+2L,+5T,-8L,+5W,-4T,+1T,-7T,-7L,+5W,+5W,-6T,-2T,+1L,-5T,+8L,58,+5W +5L +9L +4T +3L +3T -3T +9T +8T +7L +8L
-5L,-4T,-3T,-8L,+5T,-1T,+5W,-5T,-9T,+1L,+9T,+6L,-7L,+2L,+9L,+1T,-2T,+6T,+5L,+4T,-9L,+4L,-7T,+3T,+5W,+7L,-2L,-6T,-8T,+2T,+5W,-1L,+8T,+8L,-4L,-3L,+3L,-6L,+5W,+7T,62,+1L +9T +6L +6T +5L +4T +3T +5W +7L +8T +8L
+7T,+9T,+2T,+5W,-4T,-8L,+6L,-1L,-6L,+1L,+8L,-3T,-7T,-6T,+9L,-4L,+5L,+7L,+2L,+5T,-2T,+4T,+3T,+5W,+6T,-5T,+8T,-9L,+5W,+4L,-1T,-5L,+5W,+1T,-3L,-2L,-9T,-8T,+3L,-7L,62,+7T +9T +9L +5L +7L +2L +5T +4T +3T +5W +6T
+7L,-4L,-9L,+1L,+5W,+3T,-8L,-1T,+1T,-9T,-7L,+5L,-8T,+9T,-6L,+4L,+8L,-7T,+5W,+5T,+5W,+7T,+6L,-6T,-5T,+3L,+8T,-4T,+4T,-3T,-1L,-5L,+9L,+6T,-3L,-2L,+2L,-2T,+2T,+5W,63,+4L +8L +5W +5T +5W +7T +6L +3L +8T +9L +6T
+5T,+5W,+7T,+9L,+7L,-6L,-5L,-1T,-1L,+4L,+1L,-5T,+2T,+8L,+3L,+4T,-9L,+5W,+5W,+6T,+3T,-2T,+2L,+8T,+6L,-2L,+5W,-3L,-7L,-9T,-8L,+9T,-7T,-4L,-6T,-3T,-8T,+1T,-4T,+5L,71,+5T +5W +7T +9L +7L +8L +3L +4T +8T +6L +9T
-1T,-1L,+6T,+8T,-4L,+9L,+5W,-9L,+3T,-7L,+2T,+7L,+5W,+7T,-2L,+3L,-8T,-3T,+9T,-4T,-8L,+5W,+4T,+8L,+1L,-6T,+5L,+4L,-5T,-5L,+6L,+1T,+5T,-2T,-9T,+2L,-3L,+5W,-6L,-7T,61,+6T +8T -4L +9L +2T +7L +5W +7T +9T +4T +8L
+9T,-1L,+1T,-2T,+7L,-9T,+7T,-4T,-4L,-5T,-7L,+3L,-6L,+5W,+5W,+5T,-9L,-1T,-8L,-6T,-7T,-3T,+1L,-8T,-3L,+8L,+2L,+5L,+6T,+4T,+3T,+4L,+6L,+9L,-2L,+5W,+8T,+2T,-5L,+5W,67,+9T +8L +5L +6T +4T +3T +4L +6L +9L +5W +8T
+7T,-3T,+2T,+8T,+3L,-4T,+3T,+5W,+5W,-8T,-3L,+1L,-9T,-1L,+5L,-2L,+6T,-7T,-2T,+4T,+5W,-4L,-8L,+1T,+5W,+7L,-5L,+4L,-9L,+8L,-6T,-7L,-1T,+5T,+2L,+9L,-6L,+9T,+6L,-5T,57,+7T -3T +2T +8T +5W +7L +5T +2L +9L +9T +6L
+2T,-3L,-7T,-3T,+1L,+5W,-6L,+2L,-5L,-2T,-8T,+5L,-1L,+6L,+4T,-4L,-9T,+9L,+5W,-5T,+5W,-9L,+9T,+8L,+3L,-7L,+3T,+7L,+6T,+5T,-6T,-4T,+1T,+8T,+7T,+4L,-8L,-1T,-2L,+5W,71,+9L +5W +9T +8L +3T +7L +6T +5T +8T +7T +4L
-7T,-8L,-6L,+2T,-9L,+5T,-7L,+7T,+5W,+5W,-2L,+8L,-1T,+4L,-4L,+1T,+5W,+9L,-6T,+1L,+8T,-8T,-3L,-5T,+6L,-9T,+9T,+6T,+3L,-4T,-2T,+2L,-5L,+5L,-1L,+5W,+4T,+3T,+7L,-3T,58,+7T +5W +5W -2L +8L +9L +9T +6T +4T +3T +7L
+7L,-2T,+8T,-7L,+5W,+2L,-5T,-3T,-4T,-7T,-6T,+3T,-6L,-1L,+9T,+2T,+8L,-8L,-9L,-1T,+3L,-4L,+5T,-9T,+4L,+6T,+7T,-2L,+1T,+1L,-5L,+4T,+5W,+5W,+5W,+9L,-3L,-8T,+6L,+5L,63,+7L -2T +8T +9T +2T +8L +4L +6T +7T +5W +9L
+6L,-4L,+5L,-4T,+5W,+3L,-5T,-6T,+9L,-1L,+4T,+1T,+9T,-5L,+5T,+7L,+1L,-8L,+5W,+7T,-9T,-8T,+3T,+5W,-9L,+5W,-7L,+4L,-2T,-6L,-2L,-3T,+2L,-1T,+6T,-3L,+8L,+8T,+2T,-7T,62,+9L -1L +4T +1T +9T +5T +7L +5W +7T +8L +8T
-8T,-1L,+5W,-7L,-1T,+7L,+9T,+2T,-4L,-8L,-6L,-5T,-9T,+6T,-9L,-6T,-3T,-2L,+4L,+5W,-2T,+3L,-4T,+5L,+2L,+9L,+1T,-7T,-3L,+5W,+1L,-5L,+7T,+6L,+8L,+8T,+5W,+4T,+5T,+3T,74,+7L +9T +6T +9L +7T +6L +8L +8T +5W +4T +5T
-4T,+1L,-7L,-6L,-2T,+4L,-8L,-3T,+2L,-9T,-1T,+5W,+6T,-6T,+5L,+3L,-9L,-1L,-4L,+5W,+5T,-8T,+2T,-3L,+7T,-5T,+8T,-5L,+6L,+3T,-7T,+1T,-2L,+8L,+5W,+5W,+4T,+9T,+9L,+7L,68,+7T +8T +6L +3T +8L +5W +5W +4T +9T +9L +7L
+4L,-4L,+3L,+9L,-7L,+7T,+5L,+1T,-3L,+2L,-6T,-1T,-2L,+3T,-5L,-9T,-8L,+4T,+5W,+5W,-3T,-4T,-8T,+1L,+5W,-6L,+7L,+5W,-7T,-2T,+2T,+9T,+6L,-9L,+6T,-1L,+8L,-5T,+8T,+5T,57,+3L +9L +7L +5W +2T +9T +6L +8L -5T +8T +5T
-2L,-5T,+1L,-3L,-7L,+8T,+2L,-1L,-2T,+1T,+8L,-6T,+6T,+6L,-9T,+4T,+2T,-7T,-8T,-3T,+7L,-6L,-1T,+3L,+4L,-4T,+9T,+5W,-9L,+5T,+5W,+5W,-5L,+3T,+9L,+5L,-4L,-8L,+7T,+5W,55,+8T +2L +8L -6T +6T +6L +9T +5W +3T +9L +5L
-9T,+8L,-2T,+7L,+4T,+5W,-9L,+5W,-4L,-1L,-8L,+5W,-3L,+7T,+3T,+2T,+8T,-3T,+1T,-8T,-1T,+6T,+5L,-7T,-5L,-2L,+5T,+5W,+3L,-4T,+4L,+6L,-5T,+9L,-7L,-6T,+2L,+9T,-6L,+1L,57,+8L -2T +7L +4T +5W +7T +3T +2T +8T +6L +9L
-6L,-1T,+9L,+5W,+8T,+2L,+3L,-5L,-3L,-4L,+2T,-6T,+4L,-4T,+5W,-9T,+1T,+6L,-3T,-1L,+5W,-2L,-2T,-7L,+7L,+3T,+4T,-8L,+9T,+7T,-5T,+6T,+5W,-7T,+5T,-8T,+5L,+1L,+8L,-9L,66,+9L +5W +8T +7L +3T +4T +9T +7T +5L +1L +8L
+7T,+5W,-5T,+3L,-7L,-6T,-1L,-1T,+2L,+8T,-4T,+6L,-2L,-9L,-9T,-8T,-4L,-5L,+6T,-3L,+1L,-2T,+9T,+5L,-6L,-3T,+4L,+7L,+1T,+5W,+8L,+2T,+4T,-7T,-8L,+5W,+5T,+5W,+9L,+3T,63,+8T +9T +5L +4L +7L +1T +5W +8L +5T +5W +9L
-1T,+8L,+5T,+5W,-2L,+5W,-9L,+2T,-3T,-1L,-5L,+2L,-3L,-6T,+4L,-8T,-9T,-5T,+7T,-7T,+3L,-7L,+4T,-8L,+9T,-4T,+9L,+5W,+5W,+6T,+8T,-6L,-2T,+1L,+6L,+3T,-4L,+5L,+1T,+7L,65,+8L +5T +9T +9L +5W +5W +6T +8T +5L +1T +7L
+4T,+5L,-8T,-4T,-6L,-5T,+9T,+8T,+3T,-1L,+1L,-5L,+8L,-6T,+4L,+5W,+5W,+7T,+6T,+7L,+2L,+5W,-2T,+2T,-7L,-3L,+1T,-1T,-8L,-2L,+5T,-9T,+6L,-4L,-7T,+9L,+3L,+5W,-9L,-3T,68,+9T +8T +8L +4L +5W +5W +7T +6T +7L +9L +3L
-4T,+2T,+5T,+9L,-3T,+1L,+5L,-7T,-8T,+6T,+5W,-7L,-1T,-1L,+1T,-3L,+3T,+8T,-2L,+3L,+5W,-9T,+9T,+7L,-9L,+7T,+5W,+8L,-6L,-6T,+6L,+2L,+4T,+5W,-5T,-5L,-4L,+4L,-2T,-8L,64,+2T +5T +9L +9T +7L +7T +5W +8L +6L +2L +4T
+9L,+9T,-2L,+5W,+3T,-3L,-6L,-5L,-2T,-5T,+5W,-8L,-1L,+5W,+8L,+1T,+4T,+7L,+8T,-3T,-9L,+3L,+6L,+1L,-6T,+4L,+5L,+7T,+2L,+5W,+6T,-4T,+2T,-1T,-4L,-7T,-8T,-9T,+5T,-7L,70,+9L +9T +8L +4T +7L +8T +5L +7T +2L +5W +6T
-1T,+6T,-2T,-4T,-4L,+5L,-6T,-7T,+5W,-8T,+1L,+5W,-7L,+4L,+4T,-9L,+5W,-9T,-1L,+3L,+2L,-3L,+8L,+8T,+3T,+5T,+7L,-8L,-5L,-5T,+6L,-6L,-2L,+9L,+5W,+2T,+1T,+9T,+7T,-3T,69,+4L +4T +8L +8T +3T +5T +7L +9L +5W +9T +7T
+3L,-4L,-6T,+8T,+8L,-6L,-8L,+5W,+5T,-3L,+7L,+6T,+9T,-9T,+6L,+1T,-2T,-3T,+7T,-1T,+2T,+3T,+5L,+5W,-7T,+4T,+9L,-5T,-1L,-2L,+4L,-4T,-5L,+5W,-8T,+2L,-7L,+5W,+1L,-9L,66,+8T +8L +7L +6T +9T +2T +3T +5L +5W +4T +9L
+7L,-4T,-8L,+6T,+8L,+4T,+5L,-7T,+2L,-5T,+1T,+5W,-1L,+5W,+8T,+3L,-7L,+7T,-1T,+4L,-6T,+3T,-9L,+6L,-2T,-2L,-4L,-6L,-8T,-3T,-5L,+5T,+9L,-9T,+9T,+2T,-3L,+5W,+5W,+1L,64,+6T +8L +4T +5L +5W +8T +3L +5T +9L +9T +2T
-1L,-8L,+4L,-2T,+5W,+4T,-5L,+8L,-6T,-5T,-9T,+5T,-9L,-6L,-3T,-3L,-2L,+3L,+2L,-7L,+9L,+5W,-4T,+3T,+5W,+7L,+1T,-4L,+2T,-8T,+6L,-7T,+5W,+9T,+6T,+8T,+1L,+7T,-1T,+5L,65,+8L +9L +3T +5W +7L +5W +9T +6T +8T +1L +7T
-2T,-5L,+6T,-1L,-3L,+5W,+9L,+5L,-4L,-3T,-7L,-8L,+4L,+3T,+5W,+1T,+3L,+8T,+6L,+7T,+2L,+4T,+8L,-4T,-2L,+5W,+5T,-9T,-6L,+2T,-1T,-8T,+5W,-9L,-5T,+1L,+7L,-7T,+9T,-6T,69,+6T +5W +9L +5L +8T +6L +7T +2L +4T +8L +9T
-9T,+4T,+4L,+9T,+3L,-5L,-3L,-8T,+2L,-1T,-4T,-2L,-7T,-2T,+5W,+6T,+9L,+5W,+1L,-6T,+5W,+7L,-3T,-6L,-4L,+2T,+8T,+3T,+8L,-9L,-8L,+5W,-5T,+6L,+7T,+5T,+1T,+5L,-7L,-1L,70,+4L +9T +5W +6T +9L +8T +3T +8L +6L +7T +5T
+4L,+5W,+5L,+4T,-3T,+3L,+6T,-8T,+2T,+1T,-4L,-2L,+5W,-7L,+6L,-6T,+7L,-8L,-5L,-3L,+9L,+5W,+2L,-7T,-1T,+1L,-9L,+8T,+9T,-4T,-5T,-6L,+3T,+8L,+7T,+5W,-1L,-2T,+5T,-9T,64,+4L +5W +5L +4T +9L +8T +9T +3T +8L +7T +5W
-6L,-3L,-5L,+4T,+1L,-2L,+4L,-6T,-8T,+5W,+2L,-5T,+5W,+1T,+3L,+3T,+9L,+8T,-3T,+8L,+5T,+6L,-9L,-9T,-1L,+7L,-7T,-1T,-7L,+7T,+2T,-4T,+5W,+6T,-4L,-8L,+5W,+9T,-2T,+5L,65,+3L +3T +9L +8T +8L +5T +6L +7T +2T +5W +9T
-8L,+1T,-4T,+5T,+8L,-8T,-3T,+5L,-2L,+6T,-7T,-5L,+8T,+5W,+9L,+2L,+5W,+2T,+5W,+7L,-9T,+5W,-3L,+6L,+4L,+3T,-6L,-5T,+4T,-1L,+7T,-4L,-2T,-6T,-7L,+1L,-1T,+9T,+3L,-9L,61,+5T +8L +8T +5W +9L +2L +5W +6L +4L +3T +9T
-8T,+5W,+1T,-7L,-9T,-3L,-1L,+7T,-6T,+4L,-3T,+1L,+4T,+6T,+3T,+8T,-7T,-6L,+7L,+2L,+5W,+5T,-4L,+5W,+8L,-2T,-4T,-2L,+6L,-5L,+9T,-9L,-1T,+9L,+3L,-5T,-8L,+5W,+2T,+5L,61,+4T +6T +3T +8T +7L +2L +5W +5T +9T +9L +3L
-8T,+5W,-7T,-9T,+9T,-2L,+2T,+3T,-5T,-9L,-6L,+3L,-4T,-1T,+4L,+1T,+5W,+8T,-2T,+5W,+5W,-1L,+2L,+1L,-3T,+9L,+6L,+8L,-5L,+5T,-3L,-7L,-8L,-4L,+6T,+7T,+7L,+4T,-6T,+5L,70,+9T +4L +1T +5W +8T +9L +6L +8L +6T +7T +7L
-1T,-7T,+1L,+8L,+6T,-5T,-2L,+5T,+5L,+7T,+9T,+5W,-7L,+9L,+4L,-2T,-4T,+5W,-9T,+5W,-4L,+8T,+2L,-5L,+1T,+4T,+7L,-3T,+6L,-6L,+5W,+3T,-1L,+2T,-8L,+3L,-6T,-8T,-9L,-3L,69,+8L +6T +5T +5L +7T +9T +5W +9L +4L +4T +7L
+7T,+6T,+5T,-5L,-2L,-9T,-4L,+5L,+5W,+7L,-1T,+4L,+1T,-3L,+5W,+2L,+5W,+2T,+4T,-7L,-7T,+1L,-9L,-3T,+8L,-2T,-8T,-6T,+3T,+8T,-6L,-5T,-8L,+6L,+3L,+9L,+5W,-4T,+9T,-1L,64,+7T +6T +5T +5L +5W +7L +3T +8T +6L +3L +9L
-8T,+8T,+5W,-8L,+5W,-2T,-2L,+9L,-4T,-9L,-7L,+3L,+1L,+8L,-1T,+3T,-5T,-6T,-3T,+5L,+4T,+4L,+1T,-6L,-9T,+9T,+6T,+2L,+6L,+2T,+5W,+7L,+5T,-3L,-7T,-1L,-5L,+5W,+7T,-4L,67,+8T +9L +8L +9T +6T +2L +6L +2T +5W +7L +5T
-6L,+3L,+3T,-5T,+1T,+5T,+9L,+7T,-4L,-8L,+2L,+5W,+5W,-1L,+7L,+2T,-9T,-3L,-8T,+1L,+8L,+5W,+8T,-4T,+4L,-1T,-2L,+5L,+4T,-7T,-6T,+5W,+6T,-9L,-3T,+6L,-7L,+9T,-2T,-5L,62,+1T +5T +9L +7T +7L +2T +1L +8L +5W +8T +9T
+1T,-8L,+5L,+6T,-9T,+8L,-7L,+6L,+4L,+2T,+7T,+8T,-7T,+9T,-4T,-8T,-2T,-3L,-2L,-6T,-6L,+5W,-5T,+5T,+1L,-1T,+4T,+5W,+3L,-5L,+3T,-9L,-4L,+9L,+2L,+5W,-3T,+7L,+5W,-1L,63,+5L +6T +6L +4L +2T +7T +8T +9T +9L +2L +5W
-5T,-4L,-6L,+4L,-3L,-6T,-9L,+7T,-3T,+2T,-7T,+6L,+1L,-5L,+5W,+8T,-8T,+5W,-7L,+5T,+5W,+8L,+1T,+5L,+3L,-9T,+6T,-8L,+9T,-1L,-2T,+2L,-1T,-4T,-2L,+4T,+9L,+7L,+5W,+3T,64,+8T +5T +5W +8L +1T +5L +3L +9T +4T +9L +7L
+9L,+5W,+5W,-9L,-2T,+9T,-4L,+4L,+6T,-2L,-5T,+2T,+7L,-9T,+2L,+3T,-7L,+6L,+3L,+1T,-3L,-6L,-1T,-8T,+7T,-6T,-8L,+8T,+5T,+1L,-4T,+4T,+5L,+8L,+5W,+5W,-5L,-7T,-1L,-3T,59,+9L +9T -4L +4L +6T +8T +5T +4T +5L +8L +5W
-7L,-4L,-2T,+9L,-9T,+5T,+5W,+7T,-3T,-1L,+6L,+3L,+2L,+1T,-5T,+6T,+4T,+3T,-6L,-6T,-5L,+1L,+7L,+8L,-8L,+2T,-8T,+5W,+8T,-2L,+5W,-3L,-9L,+5W,+5L,+4L,-7T,+9T,-4T,-1T,56,+5T +5W +7T +6L +3L +2L +6T +4T +3T +7L +8L
-5L,-8T,+8L,+8T,-2L,-1T,-3T,+2L,+5W,+6L,+5W,+5T,+6T,-9T,+1L,+5W,+7T,-5T,-6T,-2T,-4L,+4T,-3L,+4L,-9L,+7L,+2T,-4T,+5W,-6L,+1T,+5L,+9L,-1L,+9T,+3T,-7T,-7L,-8L,+3L,67,+8L +8T +6L +5W +5T +6T +7T +5L +9L -1L +9T
-6L,-9L,+5T,+5W,-6T,-9T,-2T,-5T,-7T,+6L,+9T,-4L,+8T,-8L,+1T,+4L,-1L,+5L,+5W,+3T,-5L,+5W,-2L,+7L,-4T,-7L,+2L,+7T,+5W,+6T,-3T,+1L,+8L,-3L,+4T,+9L,-1T,-8T,+3L,+2T,61,+6L +9T +8T +2L +7T +5W +6T +8L -3L +4T +9L
+7T,-3T,+5W,+5W,-5L,+9L,+5W,+5T,+9T,-1T,-4L,+2T,-7L,-2T,+3T,+6T,-8T,+4T,-5T,+5W,-4T,+3L,-6T,+2L,-1L,-8L,+8L,+1L,+1T,+8T,+6L,-6L,-7T,+7L,-2L,-9L,-9T,+4L,-3L,+5L,66,+7T +9L +5W +5T +9T +8L +1L +1T +8T +6L +7L
+6L,+5W,+4T,-8T,-7T,-5L,+7T,-5T,-2L,+9L,+9T,+8L,-9T,-9L,+5L,+5W,+5W,+7L,+1L,-3T,+1T,+2T,+4L,-4T,+3L,-1L,+3T,-1T,-6T,-7L,+5T,-8L,+2L,+8T,-6L,-2T,-3L,+5W,-4L,+6T,65,+6L +5W +4T +9L +9T +8L +5L +5W +5W +7L +8T
+8T,-6T,+7L,-4T,+4T,+5W,-1T,-2T,+2T,+5W,+5L,-3T,-3L,-9L,-9T,+4L,-4L,-5L,-8T,-1L,-2L,-7L,-7T,+7T,-8L,-5T,+5W,+5W,+5T,+1L,+6T,+9T,+3L,+9L,+3T,+6L,+1T,+8L,-6L,+2L,65,+8T +7L +5W +6T +9T +3L +9L +3T +6L +1T +8L
-8L,+5W,+7T,+2L,+8L,-7L,+1L,+6T,-1L,-9T,-5L,+7L,+5W,+9L,+5W,-2L,-3L,-1T,+5T,-7T,-8T,-9L,+1T,-3T,+4T,+4L,+5W,+3T,+2T,+9T,-2T,-6L,-4L,+3L,-4T,-6T,+8T,-5T,+6L,+5L,62,+5W +7T +2L +8L +7L +5W +9L +3T +2T +9T +8T
-4L,-7L,+8T,+9L,-9T,-1T,-5T,+5L,+3T,+2L,-9L,+3L,+5W,+5W,-2L,+9T,+5T,+6L,+6T,-8L,+7L,-1L,-3T,-5L,+4T,+2T,+1T,-2T,-4T,-3L,+1L,+4L,-7T,+7T,+8L,+5W,+5W,-6T,-8T,-6L,72,+8T +9L +9T +5T +6L +6T +7L +7T +8L +5W +5W
-2T,-9T,+8L,+1L,+6T,-1L,-6L,+5W,-8T,-7T,+5W,+2T,+7T,+5W,-3L,-5L,-5T,+9T,-1T,+7L,+5T,+4L,-7L,-4L,-9L,-6T,+9L,+3L,+3T,+8T,-8L,+1T,-2L,+5L,+4T,+6L,+5W,-4T,-3T,+2L,64,+9T +7L +5T +9L +3L +3T +8T +5L +4T +6L +5W
+5W,+2L,-3L,+4T,+1L,-9T,-1L,+4L,+5W,-4T,+1T,-5T,-5L,+5W,+6L,+3L,+5L,+9L,+5T,+2T,-2T,+5W,+7T,-6T,-2L,-4L,-8L,-8T,-7T,+3T,+8L,+8T,+9T,-6L,+7L,-1T,-7L,+6T,-3T,-9L,71,+5W +6L +3L +5L +9L +5T +7T +8L +8T +9T +6T
+1T,-7T,-6T,+5W,-1L,+5W,+3T,-1T,-7L,+5W,-4L,-3T,-2L,+7L,+5T,-5L,+4L,+3L,+7T,+8T,+2T,-5T,-3L,+6T,+9L,+4T,-8L,-8T,+8L,+2L,+1L,+6L,-9T,-4T,-6L,-2T,+5L,+9T,-9L,+5W,63,+5W +3T +4L +3L +7T +8T +6T +9L +4T +5L +9T
+7T,+8L,-8T,-3L,+4L,-9T,-1T,-5L,-4L,+1T,+5W,+5W,-2L,+7L,+3T,-6T,+8T,+4T,+6L,+5W,+1L,-7T,+3L,+5W,+5T,+5L,-5T,-8L,+2L,-2T,+6T,-6L,-4T,+2T,-3T,-7L,-1L,+9T,+9L,-9L,69,+7T +8L +8T +4T +6L +3L +5W +5T +5L +9T +9L
+1L,-7L,-8T,-4T,+5W,+3T,+8L,+5W,-6T,-2T,+6L,-4L,-9T,+7T,-3L,+4L,-1T,+5W,-3T,+1T,+5W,-5T,+4T,-5L,-2L,+2T,+5T,-6L,-7T,+2L,-1L,+9T,+7L,-8L,+6T,+8T,-9L,+3L,+5L,+9L,65,+5W +3T +8L +5W +9T +7L +6T +8T +3L +5L +9L
+1T,+8T,-4L,-6T,-8L,+9L,+6L,+3T,-1T,+5W,+3L,+5T,+1L,+4L,-2T,+6T,+7L,+4T,+7T,-1L,-5L,-9T,-9L,-3L,+9T,+2L,-7T,+5W,-3T,-7L,-5T,-6L,-8T,+5W,+5W,+2T,+8L,+5L,-4T,-2L,68,+9L +6L +6T +7L +4T +7T +9T +5W +2T +8L +5L
-5L,+4L,+5W,+5L,+4T,+1L,-4L,-3T,+8T,-9L,-1T,-2L,+6L,+2T,+5T,-6L,+1T,-9T,+3L,+3T,+5W,-4T,-7T,-3L,+9L,-7L,+9T,+2L,+8L,-5T,+6T,-1L,+7T,-8L,-2T,+7L,-8T,+5W,-6T,+5W,58,+4L +5W +5L +4T +8T +6L +2T +5T +9T +2L +8L
+5T,+5W,-9L,+1L,-4T,+5W,-5L,-8T,+8T,+9L,+1T,+3L,+8L,-8L,-6T,-4L,-1T,+5W,-2L,+5L,+4L,+2T,+4T,-5T,+2L,-9T,-6L,-7L,+5W,-1L,+9T,+6L,+7T,-3T,-7T,+3T,+7L,-2T,-3L,+6T,68,+5T +5W +8T +9L +1T +3L +8L +9T +6L +7T +7L
-1L,+2L,-3L,-3T,+8L,-9T,+5T,-6L,+5W,+7T,-8T,+3L,-2L,+8T,+5W,+9L,-7T,-5T,+6T,-5L,+1T,-7L,-4T,-4L,+9T,-2T,+5W,-6T,+2T,+4L,+1L,+7L,+5L,+4T,+6L,+5W,+3T,-1T,-9L,-8L,66,+8L +8T +5W +9L +9T +7L +5L +4T +6L +5W +3T
-1L,-4L,+6L,-3T,-7T,+4L,-8T,+2L,+3T,+6T,-9L,-2T,+3L,+8L,-3L,+2T,+5W,-6L,-7L,-5T,-6T,-8L,+5T,-5L,+7T,-9T,+1L,+5W,-2L,+7L,+5L,-4T,+8T,+1T,+5W,+9T,+4T,+9L,+5W,-1T,66,+3L +8L +7T +7L +5L +8T +1T +5W +9T +4T +9L
+2L,-3T,-1L,+4T,-5T,+1T,+3T,-4L,-2T,-3L,-9T,+6L,+8L,+8T,-9L,+5L,+5W,-5L,+5T,-6L,-7L,+6T,-7T,+7T,+2T,+9L,+5W,+3L,+1L,+4L,-4T,-6T,+9T,+7L,-1T,-8L,+5W,-8T,+5W,-2L,70,+6L +8L +8T +6T +7T +2T +9L +5W +3L +9T +7L
+2T,+2L,+9L,-8T,-6T,-3T,+4T,+6T,+6L,+5W,-9L,+5W,-5T,+1L,-1T,+8T,+3L,+3T,-8L,-4L,+1T,-7L,+7T,+5W,-2T,+7L,-3L,-4T,-9T,+5W,-1L,-5L,+4L,-7T,+9T,+8L,-2L,-6L,+5T,+5L,63,+2L +9L +4T +6T +6L +5W +8T +3L +3T +9T +8L
+1L,+2L,+2T,-9T,-2T,-6L,+8T,-3T,+7L,+9T,+5W,+4L,+1T,-1L,-3L,+5W,+5W,+3T,-1T,+7T,-4T,-6T,+5T,+4T,+9L,-8T,-4L,-9L,-2L,+6L,+6T,+8L,-7L,-5T,+5L,-7T,-8L,+5W,+3L,-5L,71,+8T +7L +9T +5W +4L +5T +4T +9L +6L +6T +8L
-9T,+4L,+2T,+9L,+3T,+8T,-4L,-7L,-1L,+5W,+5T,+5L,-5L,+1T,+6T,-8T,-4T,-1T,-6T,-6L,+5W,+8L,-9L,-5T,-2L,-7T,+7L,+6L,-3L,+1L,+5W,+5W,-3T,+3L,+7T,-8L,-2T,+4T,+9T,+2L,65,+4L +2T +9L +3T +8T +5W +8L +7L +6L +4T +9T
-8L,+5W,+5W,+3T,+8L,-6T,+2L,+2T,+3L,-2L,+5L,+5T,+1T,+4T,-5L,-8T,+7T,-4L,-3L,-3T,-7L,+9T,+5W,+6L,-9L,-5T,-1L,-1T,-4T,-2T,+9L,+7L,+1L,+8T,+5W,+4L,-9T,+6T,-6L,-7T,65,+5W +3T +8L +7T +9T +5W +6L +9L +7L +1L +8T
+5W,-4T,-4L,+1T,-8T,+2L,-7T,+1L,-9T,+3T,-5L,+9T,+5W,-3L,-1L,+5L,-1T,+6T,-7L,-6L,+4L,-6T,-5T,+7T,+2T,-9L,+9L,+5W,+3L,+4T,-2L,+5W,+6L,+8T,+8L,-2T,+7L,-3T,+5T,-8L,64,+9T +7T +9L +5W +3L +4T +6L +8T +8L -2T +7L
-7T,+2T,+4L,+2L,+5L,-9T,-7L,+1T,+9L,-3T,-6T,+5W,-4L,-2T,+5W,+5T,+6T,+7T,+8T,+5W,+1L,+4T,-5L,-9L,-1L,+9T,-1T,-5T,+6L,-3L,-8T,-6L,+7L,+3T,-2L,+8L,-4T,+5W,-8L,+3L,65,+9L +5W +5T +6T +7T +8T +9T +7L +3T -2L +8L
-9L,+5W,-8L,+5L,+6T,-5T,+1L,-1L,+7L,+7T,+8T,-7L,+8L,-4T,-2T,+5W,+6L,+5T,+4T,+4L,+2L,-3T,+5W,+1T,-2L,-8T,-4L,+5W,+3L,+2T,-6L,-7T,-1T,+9L,-3L,-6T,-9T,+3T,+9T,-5L,67,+7L +7T +8T +5W +6L +5T +4T +4L +9L +3T +9T
+2T,-6T,-5L,-8L,+5L,+7L,+5W,-9T,+9L,-2L,+5W,-3L,+5W,+1L,-7L,+1T,+2L,-1T,-4L,-4T,-1L,+8L,+4T,+4L,+5T,-8T,-5T,-7T,+6L,-2T,+7T,-6L,+8T,+3T,+6T,+5W,-3T,+9T,-9L,+3L,64,+5L +7L +9L +8L +4T +4L +5T +8T +3T +6T +5W
+7T,+4L,+5L,-1L,-7T,+8T,-6T,-9L,-8T,+5W,-3L,+1T,+5T,-1T,-2T,+3L,+2L,-6L,+5W,-5L,+1L,-4T,-8L,-9T,+8L,+5W,-4L,-3T,+6L,+2T,-5T,+6T,-7L,+4T,+3T,+9T,+7L,+5W,-2L,+9L,63,+7T +4L +5L +8L +5W +4T +3T +9T +7L +5W +9L
-3L,+5W,+5L,-1L,-5L,+8T,-6L,+7L,-9L,-7T,+1T,+3T,+3L,-2T,-1T,+9T,-8T,-7L,+1L,-5T,-6T,-2L,-4L,+8L,+2L,+6T,-3T,+5W,+5W,+4T,+4L,+9L,+6L,-8L,+5W,-4T,+7T,-9T,+2T,+5T,63,+8T +9T +8L +2L +6T +5W +5W +4T +4L +9L +6L
